timestamp,value
2015-01-07 12:00:00,1929.0
2015-01-07 13:00:00,1904.0
2015-01-07 14:00:00,1886.0
2015-01-07 15:00:00,1799.0
2015-01-07 16:00:00,1605.0
2015-01-07 17:00:00,1423.0
2015-01-07 18:00:00,1329.0
2015-01-07 19:00:00,1259.0
2015-01-07 20:00:00,1223.0
2015-01-07 21:00:00,1231.0
2015-01-07 22:00:00,1335.0
2015-01-07 23:00:00,1422.0
2015-01-08 00:00:00,1498.0
2015-01-08 01:00:00,1626.0
2015-01-08 02:00:00,1789.0
2015-01-08 03:00:00,1880.0
2015-01-08 04:00:00,2076.0
2015-01-08 05:00:00,2243.0
2015-01-08 06:00:00,2307.0
2015-01-08 07:00:00,2388.0
2015-01-08 08:00:00,2467.0
2015-01-08 09:00:00,2508.0
2015-01-08 10:00:00,2503.0
2015-01-08 11:00:00,2430.0
2015-01-08 12:00:00,2351.0
2015-01-08 13:00:00,2241.0
2015-01-08 14:00:00,2200.0
2015-01-08 15:00:00,2066.0
2015-01-08 16:00:00,1852.0
2015-01-08 17:00:00,1688.0
2015-01-08 18:00:00,1563.0
2015-01-08 19:00:00,1461.0
2015-01-08 20:00:00,1399.0
2015-01-08 21:00:00,1393.0
2015-01-08 22:00:00,1493.0
2015-01-08 23:00:00,1557.0
2015-01-09 00:00:00,1655.0
2015-01-09 01:00:00,1803.0
2015-01-09 02:00:00,1958.0
2015-01-09 03:00:00,2042.0
2015-01-09 04:00:00,2187.0
2015-01-09 05:00:00,2347.0
2015-01-09 06:00:00,2353.0
2015-01-09 07:00:00,2284.0
2015-01-09 08:00:00,2266.0
2015-01-09 09:00:00,2247.0
2015-01-09 10:00:00,2264.0
2015-01-09 11:00:00,2148.0
2015-01-09 12:00:00,1968.0
2015-01-09 13:00:00,1901.0
2015-01-09 14:00:00,1878.0
2015-01-09 15:00:00,1770.0
2015-01-09 16:00:00,1614.0
2015-01-09 17:00:00,1458.0
2015-01-09 18:00:00,1365.0
2015-01-09 19:00:00,1296.0
2015-01-09 20:00:00,1266.0
2015-01-09 21:00:00,1267.0
2015-01-09 22:00:00,1314.0
2015-01-09 23:00:00,1348.0
2015-01-10 00:00:00,1445.0
2015-01-10 01:00:00,1590.0
2015-01-10 02:00:00,1792.0
2015-01-10 03:00:00,1966.0
2015-01-10 04:00:00,2116.0
2015-01-10 05:00:00,2244.0
2015-01-10 06:00:00,2353.0
2015-01-10 07:00:00,2428.0
2015-01-10 08:00:00,2471.0
2015-01-10 09:00:00,2502.0
2015-01-10 10:00:00,2513.0
2015-01-10 11:00:00,2466.0
2015-01-10 12:00:00,2369.0
2015-01-10 13:00:00,2262.0
2015-01-10 14:00:00,2222.0
2015-01-10 15:00:00,2094.0
2015-01-10 16:00:00,1930.0
2015-01-10 17:00:00,1774.0
2015-01-10 18:00:00,1614.0
2015-01-10 19:00:00,1527.0
2015-01-10 20:00:00,1456.0
2015-01-10 21:00:00,1377.0
2015-01-10 22:00:00,1261.0
2015-01-10 23:00:00,1267.0
2015-01-11 00:00:00,1317.0
2015-01-11 01:00:00,1485.0
2015-01-11 02:00:00,1677.0
2015-01-11 03:00:00,1891.0
2015-01-11 04:00:00,2040.0
2015-01-11 05:00:00,2095.0
2015-01-11 06:00:00,2075.0
2015-01-11 07:00:00,1964.0
2015-01-11 08:00:00,1784.0
2015-01-11 09:00:00,1641.0
2015-01-11 10:00:00,1581.0
2015-01-11 11:00:00,1561.0
2015-01-11 12:00:00,1537.0
2015-01-11 13:00:00,1501.0
2015-01-11 14:00:00,1487.0
2015-01-11 15:00:00,1445.0
2015-01-11 16:00:00,1420.0
2015-01-11 17:00:00,1326.0
2015-01-11 18:00:00,1228.0
2015-01-11 19:00:00,1164.0
2015-01-11 20:00:00,1110.0
2015-01-11 21:00:00,1082.0
2015-01-11 22:00:00,1095.0
2015-01-11 23:00:00,1108.0
2015-01-12 00:00:00,1193.0
2015-01-12 01:00:00,1362.0
2015-01-12 02:00:00,1540.0
2015-01-12 03:00:00,1717.0
2015-01-12 04:00:00,1893.0
2015-01-12 05:00:00,2044.0
2015-01-12 06:00:00,2165.0
2015-01-12 07:00:00,2222.0
2015-01-12 08:00:00,2263.0
2015-01-12 09:00:00,2259.0
2015-01-12 10:00:00,2007.0
